epoch,loss,val_loss
1,0.9677042634256424,0.8822487592697144
2,0.9607207832797882,0.8941800594329834
3,0.9786590260844077,0.8745652437210083
4,0.9920692482302266,0.914918065071106
5,1.0257443554939762,0.9540246725082397
6,1.209019628263289,1.1067099571228027
7,1.192233383655548,1.00275456905365
8,1.1428255246531578,1.1028732061386108
9,1.1796592820075251,0.9205865859985352
10,1.219712370826352,0.9991194009780884
11,1.2188738757564175,0.968758761882782
12,1.1551388232938704,1.0060648918151855
13,1.1585989748277972,0.895484209060669
14,1.1684432721907092,0.8487237095832825
15,1.1490509471585673,0.8261181712150574
16,1.1427330009398922,0.9180192947387695
17,1.1678491926962329,0.8485026359558105
18,1.1546313589619053,0.9198999404907227
19,1.1459329185947296,0.8203778862953186
20,1.1500190034989388,0.8229703307151794
21,1.1429112438232667,0.9502356052398682
22,1.1538049136438677,0.8064554333686829
23,1.13007426838721,0.7975765466690063
24,1.1335187785087093,0.7963382601737976
25,1.1411123121938398,0.7956032752990723
26,1.1479915149750248,0.8072295784950256
27,1.1503118257368765,0.8178704380989075
28,1.1395059151034201,0.8137271404266357
29,1.153480093325338,0.8032928705215454
30,1.1414946548400386,0.8201510310173035
31,1.142161202046179,0.8002563714981079
32,1.1196249723434448,0.7985727190971375
33,1.150302004429602,0.7983339428901672
34,1.1389949937020578,0.7999359369277954
35,1.1506463077760511,0.80259108543396
36,1.1299587718902095,0.807083785533905
37,1.1405838881769488,0.8187991976737976
38,1.131464635172198,0.8065755367279053
39,1.1411301147553228,0.811356246471405
40,1.129808977726967,0.8064460754394531
41,1.152795212884103,0.8085827827453613
42,1.1501487762697282,0.809909999370575
43,1.1438122987747192,0.8234424591064453
44,1.1474508508559196,0.8191204071044922
45,1.142841031474452,0.8324372172355652
46,1.1309781286024279,0.8111356496810913
47,1.1460205528043932,0.8073013424873352
48,1.1535114396002986,0.8072488903999329
49,1.1501987922576167,0.8144512176513672
50,1.1448010686905152,0.8070339560508728
